Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
6,"[System.Windows.Forms.ni.dll]",19,19,0.05,0.05,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.Cashier.CheckInternetavaibility",2,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.ni.dll]",2,2,0.00,0.00,"System.ni.dll",
5,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
5,"FoodMazaPos.Cashier.TrailPeriod",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
5,"FoodMazaPos.Cashier.Appstatus",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
4,"[safemon.dll]",2,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
3,"FoodMazaPos.Cashier..ctor",91,0,0.22,0.00,"FoodMazaPos.exe",
4,"FoodMazaPos.Cashier.InitializeComponent",79,0,0.19,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",78,78,0.19,0.19,"System.Windows.Forms.ni.dll",
5,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
4,"[mscorlib.ni.dll]",9,9,0.02,0.02,"mscorlib.ni.dll",
4,"FoodMazaPos.Cashier.CheckingUserStatus",2,0,0.00,0.00,"FoodMazaPos.exe",
5,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
4,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
3,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
2,"FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click",711,0,1.70,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",626,122,1.50,0.29,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.ExportToExcel.ExportToExcel_Load",503,0,1.20,0.00,"FoodMazaPos.exe",
5,"FoodMazaPos.ExportToExcel.LoadGridView1",420,0,1.00,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",416,416,1.00,1.00,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",4,4,0.01,0.01,"System.Data.ni.dll",
5,"[System.Windows.Forms.ni.dll]",49,49,0.12,0.12,"System.Windows.Forms.ni.dll",
5,"[clr.dll]",17,17,0.04,0.04,"clr.dll",
5,"FoodMazaPos.ExportToExcel.dgv_1",3,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
6,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView3",3,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView4",3,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView6",3,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView2",2,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.ExportToExcel.dgv_5",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView5",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.ExportToExcel.LoadGridView7",1,0,0.00,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
3,"FoodMazaPos.ExportToExcel..ctor",84,0,0.20,0.00,"FoodMazaPos.exe",
4,"[clr.dll]",43,43,0.10,0.10,"clr.dll",
4,"[mscorlib.ni.dll]",30,30,0.07,0.07,"mscorlib.ni.dll",
4,"FoodMazaPos.ExportToExcel.InitializeComponent",10,0,0.02,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",9,9,0.02,0.02,"System.Windows.Forms.ni.dll",
5,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
4,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
3,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
2,"FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click",638,0,1.53,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",482,262,1.15,0.63,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.Stocks.Stocks_Load",218,0,0.52,0.00,"FoodMazaPos.exe",
5,"FoodMazaPos.Stocks.LoadGridView1",210,0,0.50,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",209,209,0.50,0.50,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",1,1,0.00,0.00,"System.Data.ni.dll",
5,"FoodMazaPos.Stocks.dgv_1",4,0,0.01,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",4,4,0.01,0.01,"System.Windows.Forms.ni.dll",
5,"[clr.dll]",3,3,0.01,0.01,"clr.dll",
5,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",2,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
3,"FoodMazaPos.Stocks..ctor",156,0,0.37,0.00,"FoodMazaPos.exe",
4,"[mscorlib.ni.dll]",117,117,0.28,0.28,"mscorlib.ni.dll",
4,"[clr.dll]",23,23,0.06,0.06,"clr.dll",
4,"FoodMazaPos.Stocks.InitializeComponent",14,0,0.03,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",13,13,0.03,0.03,"System.Windows.Forms.ni.dll",
5,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
4,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click",602,0,1.44,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",585,77,1.40,0.18,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",507,0,1.21,0.00,"FoodMazaPos.exe",
5,"FoodMazaPos.InvoiceDetails.LoadGridView",435,0,1.04,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",432,432,1.03,1.03,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",3,3,0.01,0.01,"System.Data.ni.dll",
5,"[System.Windows.Forms.ni.dll]",41,41,0.10,0.10,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.InvoiceDetails.dgv_1",12,0,0.03,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",12,12,0.03,0.03,"System.Windows.Forms.ni.dll",
5,"FoodMazaPos.InvoiceDetails.calculate",12,0,0.03,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",12,12,0.03,0.03,"System.Windows.Forms.ni.dll",
5,"[clr.dll]",7,7,0.02,0.02,"clr.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
3,"FoodMazaPos.InvoiceDetails..ctor",17,0,0.04,0.00,"FoodMazaPos.exe",
4,"[clr.dll]",8,8,0.02,0.02,"clr.dll",
4,"FoodMazaPos.InvoiceDetails.InitializeComponent",5,0,0.01,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",5,5,0.01,0.01,"System.Windows.Forms.ni.dll",
4,"[mscorlib.ni.dll]",3,3,0.01,0.01,"mscorlib.ni.dll",
4,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Stocks.btnUpdate_Click",400,0,0.96,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",228,228,0.55,0.55,"System.Windows.Forms.ni.dll",
3,"FoodMazaPos.Stocks.LoadGridView1",171,0,0.41,0.00,"FoodMazaPos.exe",
4,"[System.Windows.Forms.ni.dll]",169,169,0.40,0.40,"System.Windows.Forms.ni.dll",
4,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
3,"[mscorlib.ni.dll]",1,1,0.00,0.00,"mscorlib.ni.dll",
2,"FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click",319,0,0.76,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",281,73,0.67,0.17,"System.Windows.Forms.ni.dll",
4,"FoodMazaPos.SalesSummary.SalesSummary_Load",208,0,0.50,0.00,"FoodMazaPos.exe",
5,"FoodMazaPos.SalesSummary.SalesEstimation",109,2,0.26,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",85,85,0.20,0.20,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",21,21,0.05,0.05,"System.Data.ni.dll",
6,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
5,"FoodMazaPos.SalesSummary.Loadproducts",71,0,0.17,0.00,"FoodMazaPos.exe",
6,"[System.Windows.Forms.ni.dll]",52,52,0.12,0.12,"System.Windows.Forms.ni.dll",
6,"[System.Data.ni.dll]",18,18,0.04,0.04,"System.Data.ni.dll",
6,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
5,"[clr.dll]",21,21,0.05,0.05,"clr.dll",
5,"[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,"System.Windows.Forms.ni.dll",
3,"FoodMazaPos.SalesSummary..ctor",37,0,0.09,0.00,"FoodMazaPos.exe",
4,"FoodMazaPos.SalesSummary.InitializeComponent",17,0,0.04,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",17,17,0.04,0.04,"System.Windows.Forms.ni.dll",
4,"[clr.dll]",15,15,0.04,0.04,"clr.dll",
4,"[mscorlib.ni.dll]",5,5,0.01,0.01,"mscorlib.ni.dll",
3,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
2,"FoodMazaPos.Inventory.label_Stock_Click",277,0,0.66,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",277,274,0.66,0.66,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",3,1,0.01,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
5,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
2,"FoodMazaPos.Inventory.label_Product_Click",222,0,0.53,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",222,221,0.53,0.53,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
2,"FoodMazaPos.Inventory.label_Category_Click",210,0,0.50,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",210,209,0.50,0.50,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
2,"FoodMazaPos.Cashier.label3Click",167,0,0.40,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",130,128,0.31,0.31,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",2,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
3,"[System.Data.ni.dll]",35,35,0.08,0.08,"System.Data.ni.dll",
3,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
3,"[mscorlib.ni.dll]",1,1,0.00,0.00,"mscorlib.ni.dll",
2,"FoodMazaPos.Inventory.label_Report_Click",163,0,0.39,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",163,162,0.39,0.39,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
2,"FoodMazaPos.Cashier.Dispose",139,0,0.33,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",138,90,0.33,0.22,"System.Windows.Forms.ni.dll",
4,"[clbcatq.dll]",48,0,0.11,0.00,"clbcatq.dll",
5,"[clbcatq.dll]",48,0,0.11,0.00,"clbcatq.dll",
6,"[clbcatq.dll]",48,0,0.11,0.00,"clbcatq.dll",
7,"[clbcatq.dll]",48,1,0.11,0.00,"clbcatq.dll",
8,"[clbcatq.dll]",43,0,0.10,0.00,"clbcatq.dll",
9,"[clbcatq.dll]",38,0,0.09,0.00,"clbcatq.dll",
10,"[clbcatq.dll]",35,0,0.08,0.00,"clbcatq.dll",
11,"[clbcatq.dll]",23,1,0.06,0.00,"clbcatq.dll",
12,"[KernelBase.dll]",13,13,0.03,0.03,"KernelBase.dll",
12,"[clbcatq.dll]",9,0,0.02,0.00,"clbcatq.dll",
13,"[KernelBase.dll]",8,8,0.02,0.02,"KernelBase.dll",
13,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
11,"[KernelBase.dll]",12,12,0.03,0.03,"KernelBase.dll",
10,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
10,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
9,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
9,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
9,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
8,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
3,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
2,"FoodMazaPos.InvoiceDetails.SearchInvoice_Click",123,0,0.29,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",121,121,0.29,0.29,"System.Windows.Forms.ni.dll",
3,"[System.Data.ni.dll]",2,2,0.00,0.00,"System.Data.ni.dll",
2,"FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click",118,0,0.28,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",61,60,0.15,0.14,"System.Windows.Forms.ni.dll",
4,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
5,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
3,"FoodMazaPos.Login..ctor",57,0,0.14,0.00,"FoodMazaPos.exe",
4,"[mscorlib.ni.dll]",49,49,0.12,0.12,"mscorlib.ni.dll",
4,"[clr.dll]",5,5,0.01,0.01,"clr.dll",
4,"FoodMazaPos.Login.InitializeComponent",2,0,0.00,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",2,2,0.00,0.00,"System.Windows.Forms.ni.dll",
4,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.label_Dashboard_Click",93,0,0.22,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",93,93,0.22,0.22,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click",75,0,0.18,0.00,"FoodMazaPos.exe",
3,"FoodMazaPos.About..ctor",38,0,0.09,0.00,"FoodMazaPos.exe",
4,"FoodMazaPos.About.InitializeComponent",20,0,0.05,0.00,"FoodMazaPos.exe",
5,"[System.Windows.Forms.ni.dll]",18,18,0.04,0.04,"System.Windows.Forms.ni.dll",
5,"[System.Drawing.ni.dll]",1,1,0.00,0.00,"System.Drawing.ni.dll",
5,"[clr.dll]",1,1,0.00,0.00,"clr.dll",
4,"[clr.dll]",8,8,0.02,0.02,"clr.dll",
4,"[System.Windows.Forms.ni.dll]",7,7,0.02,0.02,"System.Windows.Forms.ni.dll",
4,"[mscorlib.ni.dll]",3,3,0.01,0.01,"mscorlib.ni.dll",
3,"[System.Windows.Forms.ni.dll]",37,37,0.09,0.09,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.Dispose",73,0,0.17,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",73,73,0.17,0.17,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Cashier.labelClick",49,0,0.12,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",32,32,0.08,0.08,"System.Windows.Forms.ni.dll",
3,"[System.Data.ni.dll]",17,17,0.04,0.04,"System.Data.ni.dll",
2,"FoodMazaPos.Stocks.Dispose",17,0,0.04,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",17,17,0.04,0.04,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.SalesSummary.Dispose",15,0,0.04,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",15,15,0.04,0.04,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.updatestocks.Dispose",14,0,0.03,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",14,14,0.03,0.03,"System.Windows.Forms.ni.dll",
2,"[safemon.dll]",12,3,0.03,0.01,"safemon.dll",
3,"[KernelBase.dll]",9,9,0.02,0.02,"KernelBase.dll",
2,"FoodMazaPos.ExportToExcel.Dispose",9,0,0.02,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",9,9,0.02,0.02,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Cashier.dgv1_CellEndEdit",8,0,0.02,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.About.Dispose",8,0,0.02,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.InvoiceDetails.Dispose",8,0,0.02,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",8,8,0.02,0.02,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.label_Product_MouseEnter",1,0,0.00,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.label_Category_MouseLeave",1,0,0.00,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.label_Stock_MouseLeave",1,0,0.00,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
2,"FoodMazaPos.Inventory.label_Dashboard_MouseLeave",1,0,0.00,0.00,"FoodMazaPos.exe",
3,"[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,"System.Windows.Forms.ni.dll",
0,"[ExplorerFrame.dll]","3,214",1,7.69,0.00,"ExplorerFrame.dll",
1,"[ExplorerFrame.dll]","2,197",1,5.26,0.00,"ExplorerFrame.dll",
2,"[windows.storage.dll]","1,827","1,043",4.37,2.49,"windows.storage.dll",
3,"[dlnashext.dll]",364,0,0.87,0.00,"dlnashext.dll",
4,"[dlnashext.dll]",364,0,0.87,0.00,"dlnashext.dll",
5,"[dlnashext.dll]",364,0,0.87,0.00,"dlnashext.dll",
6,"[PlayToDevice.dll]",235,0,0.56,0.00,"PlayToDevice.dll",
7,"[PlayToDevice.dll]",235,0,0.56,0.00,"PlayToDevice.dll",
8,"[PlayToDevice.dll]",211,2,0.50,0.00,"PlayToDevice.dll",
9,"[PlayToDevice.dll]",167,0,0.40,0.00,"PlayToDevice.dll",
10,"[netprofm.dll]",58,0,0.14,0.00,"netprofm.dll",
11,"[netprofm.dll]",48,1,0.11,0.00,"netprofm.dll",
12,"[combase.dll]",42,24,0.10,0.06,"combase.dll",
13,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",18,0,0.04,0.00,"clbcatq.dll",
17,"[clbcatq.dll]",17,0,0.04,0.00,"clbcatq.dll",
18,"[clbcatq.dll]",16,0,0.04,0.00,"clbcatq.dll",
19,"[clbcatq.dll]",16,0,0.04,0.00,"clbcatq.dll",
20,"[clbcatq.dll]",11,0,0.03,0.00,"clbcatq.dll",
21,"[KernelBase.dll]",7,7,0.02,0.02,"KernelBase.dll",
21,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
22,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
21,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
20,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
18,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
17,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
12,"[netprofm.dll]",3,0,0.01,0.00,"netprofm.dll",
13,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
12,"[rpcrt4.dll]",2,2,0.00,0.00,"rpcrt4.dll",
11,"[combase.dll]",5,5,0.01,0.01,"combase.dll",
11,"[rpcrt4.dll]",4,4,0.01,0.01,"rpcrt4.dll",
11,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
10,"[PlayToDevice.dll]",44,1,0.11,0.00,"PlayToDevice.dll",
11,"[PlayToDevice.dll]",43,0,0.10,0.00,"PlayToDevice.dll",
12,"[PlayToDevice.dll]",32,0,0.08,0.00,"PlayToDevice.dll",
13,"[PlayToDevice.dll]",28,0,0.07,0.00,"PlayToDevice.dll",
14,"[PlayToDevice.dll]",28,0,0.07,0.00,"PlayToDevice.dll",
15,"[IPHLPAPI.DLL]",28,15,0.07,0.04,"IPHLPAPI.DLL",
16,"[dhcpcsvc.dll]",11,0,0.03,0.00,"dhcpcsvc.dll",
17,"[KernelBase.dll]",7,7,0.02,0.02,"KernelBase.dll",
17,"[nsi.dll]",3,3,0.01,0.01,"nsi.dll",
17,"[dhcpcsvc.dll]",1,0,0.00,0.00,"dhcpcsvc.dll",
18,"[rpcrt4.dll]",1,0,0.00,0.00,"rpcrt4.dll",
19,"[dhcpcsvc.dll]",1,0,0.00,0.00,"dhcpcsvc.dll",
20,"[rpcrt4.dll]",1,1,0.00,0.00,"rpcrt4.dll",
16,"[dhcpcsvc6.dll]",2,0,0.00,0.00,"dhcpcsvc6.dll",
17,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
17,"[rpcrt4.dll]",1,1,0.00,0.00,"rpcrt4.dll",
13,"[IPHLPAPI.DLL]",4,4,0.01,0.01,"IPHLPAPI.DLL",
12,"[cfgmgr32.dll]",11,11,0.03,0.03,"cfgmgr32.dll",
10,"[cfgmgr32.dll]",36,36,0.09,0.09,"cfgmgr32.dll",
10,"[combase.dll]",29,9,0.07,0.02,"combase.dll",
11,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
12,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
13,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
14,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
15,"[clbcatq.dll]",20,0,0.05,0.00,"clbcatq.dll",
16,"[clbcatq.dll]",19,0,0.05,0.00,"clbcatq.dll",
17,"[clbcatq.dll]",18,1,0.04,0.00,"clbcatq.dll",
18,"[clbcatq.dll]",13,0,0.03,0.00,"clbcatq.dll",
19,"[clbcatq.dll]",7,2,0.02,0.00,"clbcatq.dll",
20,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
20,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
19,"[KernelBase.dll]",5,5,0.01,0.01,"KernelBase.dll",
19,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
18,"[KernelBase.dll]",4,4,0.01,0.01,"KernelBase.dll",
17,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
16,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
9,"[cfgmgr32.dll]",42,42,0.10,0.10,"cfgmgr32.dll",
8,"[cfgmgr32.dll]",24,24,0.06,0.06,"cfgmgr32.dll",
6,"[dlnashext.dll]",119,0,0.28,0.00,"dlnashext.dll",
7,"[dlnashext.dll]",114,0,0.27,0.00,"dlnashext.dll",
8,"[PlayToDevice.dll]",112,0,0.27,0.00,"PlayToDevice.dll",
9,"[PlayToDevice.dll]",112,0,0.27,0.00,"PlayToDevice.dll",
10,"[PlayToDevice.dll]",111,1,0.27,0.00,"PlayToDevice.dll",
11,"[cfgmgr32.dll]",110,110,0.26,0.26,"cfgmgr32.dll",
10,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
8,"[dlnashext.dll]",1,0,0.00,0.00,"dlnashext.dll",
9,"[dlnashext.dll]",1,0,0.00,0.00,"dlnashext.dll",
10,"[dlnashext.dll]",1,0,0.00,0.00,"dlnashext.dll",
11,"[dlnashext.dll]",1,0,0.00,0.00,"dlnashext.dll",
12,"[dlnashext.dll]",1,0,0.00,0.00,"dlnashext.dll",
13,"[dlnashext.dll]",1,1,0.00,0.00,"dlnashext.dll",
8,"[propsys.dll]",1,1,0.00,0.00,"propsys.dll",
7,"[PlayToDevice.dll]",5,0,0.01,0.00,"PlayToDevice.dll",
8,"[cfgmgr32.dll]",3,3,0.01,0.01,"cfgmgr32.dll",
8,"[PlayToDevice.dll]",2,0,0.00,0.00,"PlayToDevice.dll",
9,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
9,"[PlayToDevice.dll]",1,0,0.00,0.00,"PlayToDevice.dll",
10,"[PlayToDevice.dll]",1,1,0.00,0.00,"PlayToDevice.dll",
6,"[combase.dll]",9,9,0.02,0.02,"combase.dll",
6,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
3,"[clbcatq.dll]",187,0,0.45,0.00,"clbcatq.dll",
4,"[clbcatq.dll]",187,0,0.45,0.00,"clbcatq.dll",
5,"[clbcatq.dll]",186,0,0.44,0.00,"clbcatq.dll",
6,"[clbcatq.dll]",184,0,0.44,0.00,"clbcatq.dll",
